listing_id,make,model,year,mileage_km,fuel,transmission,engine_l,body_type,color,city,price_eur,first_registration,seller_type,condition,listed_at
car-000184,Renault,Captur,2019,48604,electric,manual,0.0,sedan,blue,Brasov,27520,2019-12-12,private,used,2026-02-09T04:00:00Z
car-000185,Mercedes-Benz,E220,2009,301883,hybrid,automatic,2.5,sedan,gray,Brasov,8477,2009-05-19,private,used,2026-01-09T13:00:00Z
car-000186,Toyota,Camry,2012,72568,diesel,manual,2.8,sedan,green,Timisoara,12064,2012-10-21,private,certified_used,2026-01-25T14:00:00Z
car-000187,Volkswagen,Golf,2020,273329,hybrid,automatic,2.1,wagon,gray,Constanta,14496,2020-12-03,private,certified_used,2026-02-24T02:00:00Z
car-000188,Hyundai,Kona,2014,228256,diesel,automatic,1.7,suv,gray,Constanta,13947,2014-03-19,private,certified_used,2026-02-27T21:00:00Z
car-000189,Toyota,Corolla,2011,243953,petrol,manual,3.3,sedan,brown,Timisoara,8004,2011-07-07,dealer,certified_used,2026-01-11T08:00:00Z
car-000190,Volkswagen,Polo,2016,46212,hybrid,manual,1.1,suv,blue,Timisoara,19869,2016-02-23,dealer,used,2026-01-14T15:00:00Z
car-000191,Volkswagen,Passat,2015,275338,electric,manual,0.0,suv,white,Timisoara,19285,2015-03-16,dealer,used,2026-01-25T02:00:00Z
car-000192,Volkswagen,Golf,2018,195708,hybrid,manual,2.0,sedan,silver,Bucharest,16516,2018-10-01,dealer,certified_used,2026-01-23T23:00:00Z
car-000193,Mercedes-Benz,E220,2021,234936,diesel,manual,3.2,sedan,white,Constanta,19984,2021-07-12,private,certified_used,2026-02-20T04:00:00Z
car-000194,Mercedes-Benz,A180,2010,133110,lpg,automatic,2.9,hatchback,red,Cluj-Napoca,13341,2010-10-17,dealer,certified_used,2026-01-19T20:00:00Z
car-000195,Toyota,Yaris,2023,205315,petrol,manual,2.2,coupe,white,Constanta,22464,2023-01-12,private,used,2026-01-25T18:00:00Z
car-000196,Skoda,Superb,2025,93581,electric,manual,0.0,hatchback,black,Iasi,30458,2025-01-02,private,certified_used,2026-02-10T22:00:00Z
car-000197,Hyundai,Kona,2021,213909,petrol,manual,1.7,suv,white,Constanta,21235,2021-04-26,dealer,certified_used,2026-01-26T18:00:00Z
car-000198,Volkswagen,Polo,2021,128114,petrol,manual,1.2,wagon,white,Timisoara,24015,2021-10-02,private,used,2026-01-08T00:00:00Z
car-000199,BMW,320,2013,263263,hybrid,automatic,1.4,sedan,red,Brasov,15248,2013-02-25,dealer,certified_used,2026-02-21T13:00:00Z
car-000200,Audi,Q5,2010,140861,lpg,manual,2.2,coupe,gray,Bucharest,13192,2010-10-06,private,used,2026-01-17T03:00:00Z
car-000201,Kia,Ceed,2015,269770,petrol,manual,3.1,hatchback,blue,Bucharest,13971,2015-06-13,dealer,used,2026-03-01T01:00:00Z
car-000202,Hyundai,Kona,2015,171716,diesel,automatic,3.3,suv,red,Bucharest,18282,2015-06-04,dealer,used,2026-01-15T16:00:00Z
car-000203,Toyota,RAV4,2010,246843,hybrid,automatic,1.8,coupe,brown,Bucharest,9697,2010-04-10,private,used,2026-01-30T11:00:00Z
car-000204,Kia,Niro,2014,289554,diesel,manual,1.0,wagon,black,Cluj-Napoca,13708,2014-06-21,dealer,certified_used,2026-01-01T21:00:00Z
car-000205,Skoda,Superb,2011,110580,lpg,manual,2.0,hatchback,silver,Brasov,12292,2011-02-02,dealer,certified_used,2026-02-14T11:00:00Z
car-000206,Renault,Clio,2011,267989,diesel,automatic,1.2,coupe,black,Timisoara,12340,2011-03-08,private,certified_used,2026-02-24T10:00:00Z
car-000207,Skoda,Superb,2018,240375,hybrid,manual,1.2,sedan,silver,Constanta,13753,2018-03-04,dealer,certified_used,2026-01-30T10:00:00Z
car-000208,Skoda,Octavia,2025,190845,diesel,automatic,1.8,suv,white,Bucharest,19112,2025-11-10,dealer,used,2026-02-23T10:00:00Z
car-000209,BMW,320,2015,189511,electric,manual,0.0,suv,silver,Bucharest,21398,2015-07-28,private,used,2026-01-07T14:00:00Z
car-000210,Volkswagen,Passat,2011,9268,petrol,manual,1.3,wagon,gray,Brasov,15163,2011-11-03,private,used,2026-01-02T02:00:00Z
car-000211,Mercedes-Benz,GLA200,2012,51223,hybrid,manual,1.1,wagon,black,Cluj-Napoca,18470,2012-10-14,private,certified_used,2026-01-02T12:00:00Z
car-000212,Skoda,Fabia,2019,115573,diesel,automatic,1.7,sedan,black,Constanta,22272,2019-10-08,private,certified_used,2026-01-27T17:00:00Z
car-000213,Renault,Clio,2010,149683,electric,manual,0.0,coupe,blue,Brasov,19588,2010-09-26,dealer,certified_used,2026-02-20T22:00:00Z
car-000214,Ford,Kuga,2025,257111,hybrid,automatic,2.0,sedan,black,Iasi,21992,2025-04-01,private,used,2026-02-21T15:00:00Z
car-000215,Hyundai,Tucson,2015,86689,petrol,manual,2.6,suv,black,Cluj-Napoca,18316,2015-07-12,dealer,used,2026-01-16T18:00:00Z
car-000216,Ford,Mondeo,2008,187382,lpg,manual,2.4,sedan,brown,Constanta,7864,2008-03-16,dealer,used,2026-01-04T07:00:00Z
car-000217,Kia,Sportage,2008,279010,electric,manual,0.0,coupe,blue,Cluj-Napoca,10090,2008-12-06,private,used,2026-01-02T04:00:00Z
car-000218,Kia,Sportage,2011,278930,hybrid,manual,1.9,wagon,white,Iasi,9977,2011-06-05,dealer,certified_used,2026-02-20T20:00:00Z
car-000219,Renault,Captur,2013,297637,lpg,automatic,1.6,coupe,silver,Timisoara,11450,2013-12-23,private,used,2026-01-12T23:00:00Z
car-000220,Toyota,Auris,2020,300524,petrol,manual,2.5,coupe,blue,Brasov,18185,2020-02-16,dealer,certified_used,2026-02-17T02:00:00Z
car-000221,Mercedes-Benz,A180,2018,91021,petrol,automatic,2.1,suv,blue,Cluj-Napoca,21978,2018-02-12,private,used,2026-02-16T00:00:00Z
car-000222,Toyota,RAV4,2022,223019,diesel,automatic,2.2,wagon,gray,Constanta,18379,2022-02-27,private,used,2026-01-11T14:00:00Z
car-000223,Volkswagen,Golf,2017,13526,hybrid,automatic,3.4,hatchback,gray,Cluj-Napoca,22673,2017-07-06,dealer,used,2026-01-22T19:00:00Z
car-000224,Kia,Niro,2008,229137,diesel,automatic,1.4,hatchback,gray,Cluj-Napoca,12225,2008-04-14,private,certified_used,2026-01-20T07:00:00Z
car-000225,Volkswagen,Golf,2020,302772,lpg,automatic,1.4,suv,black,Timisoara,15053,2020-05-27,private,used,2026-01-07T00:00:00Z
car-000226,Mercedes-Benz,E220,2017,45958,electric,manual,0.0,wagon,brown,Timisoara,28412,2017-11-09,dealer,certified_used,2026-01-12T11:00:00Z
car-000227,Skoda,Superb,2013,236714,petrol,automatic,2.1,suv,blue,Iasi,13137,2013-01-05,dealer,used,2026-02-12T11:00:00Z
car-000228,Hyundai,Kona,2015,293246,petrol,automatic,3.0,wagon,brown,Constanta,16657,2015-04-16,private,used,2026-01-26T22:00:00Z
car-000229,Toyota,Auris,2024,302622,lpg,manual,1.3,wagon,silver,Cluj-Napoca,23730,2024-04-26,dealer,used,2026-01-03T13:00:00Z
car-000230,Volkswagen,Tiguan,2014,80530,lpg,automatic,1.8,hatchback,white,Timisoara,17257,2014-07-18,private,certified_used,2026-02-03T14:00:00Z
car-000231,Toyota,Auris,2024,222988,petrol,automatic,1.4,coupe,white,Bucharest,21047,2024-02-26,private,certified_used,2026-02-26T13:00:00Z
car-000232,Audi,Q3,2023,302904,lpg,automatic,1.1,suv,green,Cluj-Napoca,20691,2023-10-22,private,used,2026-01-26T10:00:00Z
car-000233,Mercedes-Benz,C180,2023,143815,hybrid,manual,1.8,suv,red,Iasi,27704,2023-08-28,dealer,used,2026-01-09T09:00:00Z
car-000234,Renault,Captur,2016,221508,lpg,manual,1.5,sedan,green,Brasov,14774,2016-09-28,private,used,2026-02-02T05:00:00Z
car-000235,Volkswagen,Polo,2024,214489,diesel,manual,1.4,sedan,black,Cluj-Napoca,17576,2024-08-02,private,used,2026-01-18T11:00:00Z
car-000236,Renault,Talisman,2020,67945,petrol,manual,1.9,coupe,brown,Cluj-Napoca,25968,2020-08-19,private,certified_used,2026-01-11T08:00:00Z
car-000237,Volkswagen,Polo,2008,205671,petrol,manual,3.1,sedan,blue,Brasov,7315,2008-11-07,private,certified_used,2026-02-02T00:00:00Z
car-000238,Toyota,RAV4,2012,93807,lpg,manual,1.6,coupe,red,Brasov,18821,2012-12-21,private,certified_used,2026-02-27T12:00:00Z
car-000239,Ford,Kuga,2016,117404,electric,automatic,0.0,coupe,green,Constanta,19172,2016-01-17,private,certified_used,2026-01-20T21:00:00Z
car-000240,Volkswagen,Tiguan,2010,179309,hybrid,automatic,3.2,suv,red,Cluj-Napoca,10328,2010-09-25,dealer,used,2026-02-21T19:00:00Z
car-000241,Skoda,Superb,2012,16345,electric,automatic,0.0,wagon,green,Timisoara,21168,2012-01-19,dealer,certified_used,2026-02-16T22:00:00Z
car-000242,Mercedes-Benz,CLA200,2023,190955,lpg,automatic,3.1,coupe,silver,Iasi,17279,2023-08-05,private,used,2026-02-13T10:00:00Z
car-000243,Volkswagen,Passat,2019,120088,hybrid,automatic,3.0,suv,gray,Iasi,21996,2019-05-15,dealer,certified_used,2026-01-04T20:00:00Z
car-000244,Kia,Stonic,2010,250579,diesel,manual,3.2,wagon,red,Timisoara,7633,2010-03-05,dealer,certified_used,2026-01-27T18:00:00Z
car-000245,Renault,Megane,2018,97558,petrol,automatic,1.8,sedan,gray,Brasov,16775,2018-01-15,private,used,2026-02-18T05:00:00Z
car-000246,Kia,Sportage,2023,49159,diesel,automatic,2.6,wagon,green,Timisoara,23940,2023-01-02,dealer,certified_used,2026-01-01T10:00:00Z
car-000247,Hyundai,i30,2008,5162,diesel,manual,2.7,suv,red,Cluj-Napoca,8141,2008-07-17,private,used,2026-01-05T01:00:00Z
car-000248,Audi,A6,2022,275780,lpg,automatic,2.1,sedan,gray,Timisoara,18273,2022-04-06,private,used,2026-01-15T07:00:00Z
car-000249,BMW,X1,2008,312168,lpg,manual,1.3,hatchback,green,Brasov,7516,2008-09-20,dealer,used,2026-02-12T03:00:00Z
car-000250,Toyota,Corolla,2011,221510,electric,automatic,0.0,suv,brown,Brasov,11253,2011-04-23,dealer,certified_used,2026-01-27T21:00:00Z
car-000251,Volkswagen,Touran,2016,74913,electric,manual,0.0,coupe,white,Iasi,19291,2016-02-16,dealer,used,2026-02-19T08:00:00Z
car-000252,Hyundai,i30,2019,217830,hybrid,manual,1.1,wagon,blue,Brasov,19875,2019-08-11,dealer,used,2026-01-01T21:00:00Z
car-000253,Volkswagen,Golf,2023,81194,petrol,manual,2.8,hatchback,red,Brasov,22693,2023-08-10,private,certified_used,2026-01-04T03:00:00Z
car-000254,BMW,320,2017,191856,hybrid,automatic,2.8,hatchback,black,Bucharest,17903,2017-03-22,dealer,certified_used,2026-01-23T14:00:00Z
car-000255,Kia,Rio,2010,198361,hybrid,manual,1.3,wagon,brown,Iasi,12756,2010-07-23,private,certified_used,2026-02-11T05:00:00Z
car-000256,Volkswagen,Passat,2009,86569,petrol,automatic,3.3,wagon,brown,Cluj-Napoca,13207,2009-07-25,private,used,2026-02-25T21:00:00Z
car-000257,BMW,520,2023,62211,electric,automatic,0.0,suv,gray,Bucharest,33213,2023-11-17,dealer,certified_used,2026-02-03T16:00:00Z
car-000258,Kia,Ceed,2021,133325,electric,automatic,0.0,wagon,silver,Constanta,32883,2021-10-02,dealer,used,2026-02-02T15:00:00Z
car-000259,Renault,Megane,2010,260765,hybrid,manual,1.8,suv,black,Constanta,8739,2010-09-21,private,certified_used,2026-02-22T07:00:00Z
car-000260,Volkswagen,Tiguan,2022,303435,electric,manual,0.0,wagon,gray,Bucharest,23973,2022-12-21,dealer,used,2026-01-26T13:00:00Z
car-000261,Toyota,Auris,2025,3088,petrol,automatic,3.2,coupe,blue,Brasov,28100,2025-08-11,private,used,2026-02-22T07:00:00Z
car-000262,Renault,Captur,2025,317547,electric,automatic,0.0,hatchback,white,Brasov,24415,2025-01-11,private,certified_used,2026-02-05T16:00:00Z
car-000263,Ford,Focus,2009,89064,electric,manual,0.0,wagon,white,Iasi,16505,2009-04-07,dealer,certified_used,2026-01-14T14:00:00Z
car-000264,Mercedes-Benz,A180,2011,220301,petrol,manual,2.9,wagon,brown,Brasov,11861,2011-09-05,private,used,2026-02-03T23:00:00Z
car-000265,Toyota,Auris,2021,309771,electric,manual,0.0,sedan,silver,Bucharest,22172,2021-11-20,private,certified_used,2026-01-27T19:00:00Z
car-000266,Mercedes-Benz,A180,2020,182756,hybrid,automatic,3.0,sedan,green,Constanta,19067,2020-12-17,private,certified_used,2026-02-15T23:00:00Z
car-000267,Hyundai,i30,2014,112949,lpg,automatic,2.7,sedan,silver,Constanta,17144,2014-12-21,private,used,2026-02-18T11:00:00Z
car-000268,Hyundai,Kona,2021,282918,hybrid,automatic,3.0,coupe,white,Bucharest,17696,2021-03-02,dealer,used,2026-01-18T05:00:00Z
car-000269,Audi,A6,2012,35523,hybrid,manual,2.9,hatchback,gray,Timisoara,11739,2012-10-28,dealer,certified_used,2026-01-16T16:00:00Z
car-000270,Audi,A3,2020,206190,electric,automatic,0.0,hatchback,black,Brasov,20157,2020-04-20,private,used,2026-02-28T20:00:00Z
car-000271,Ford,Puma,2025,319348,diesel,manual,1.7,sedan,white,Cluj-Napoca,24387,2025-03-24,dealer,certified_used,2026-01-03T13:00:00Z
car-000272,Audi,Q5,2016,71192,diesel,automatic,1.0,wagon,silver,Bucharest,15759,2016-06-20,dealer,certified_used,2026-02-01T18:00:00Z
car-000273,Hyundai,Tucson,2010,169649,lpg,manual,3.4,coupe,white,Constanta,10405,2010-07-18,private,used,2026-01-23T07:00:00Z
car-000274,Mercedes-Benz,A180,2018,192161,hybrid,manual,3.4,coupe,brown,Constanta,18437,2018-11-01,dealer,certified_used,2026-01-29T07:00:00Z
car-000275,Kia,Stonic,2015,23907,hybrid,automatic,3.3,hatchback,green,Iasi,18025,2015-12-10,dealer,certified_used,2026-02-02T16:00:00Z
car-000276,Renault,Kadjar,2009,158416,diesel,automatic,2.3,hatchback,silver,Constanta,12568,2009-01-21,dealer,used,2026-02-12T20:00:00Z
car-000277,Mercedes-Benz,GLA200,2011,110782,lpg,automatic,2.6,hatchback,silver,Bucharest,13761,2011-12-11,dealer,used,2026-01-05T01:00:00Z
car-000278,BMW,X3,2025,39931,lpg,manual,3.3,wagon,green,Timisoara,27762,2025-07-14,private,used,2026-01-25T21:00:00Z
car-000279,Volkswagen,Touran,2008,36154,lpg,manual,2.8,hatchback,gray,Constanta,8169,2008-05-26,private,used,2026-01-19T14:00:00Z
car-000280,Skoda,Kodiaq,2008,251506,diesel,manual,1.3,wagon,red,Brasov,6784,2008-05-22,private,used,2026-02-05T17:00:00Z
car-000281,BMW,320,2009,5637,lpg,automatic,2.3,hatchback,red,Cluj-Napoca,14330,2009-12-24,private,used,2026-01-27T20:00:00Z
car-000282,Hyundai,i30,2013,99465,diesel,automatic,1.5,sedan,black,Constanta,15578,2013-11-18,dealer,certified_used,2026-02-12T02:00:00Z
car-000283,Audi,A3,2014,307399,electric,automatic,0.0,sedan,white,Iasi,17775,2014-02-07,private,certified_used,2026-01-29T10:00:00Z
car-000284,Kia,Rio,2012,299512,lpg,automatic,3.0,wagon,silver,Bucharest,10772,2012-04-26,dealer,certified_used,2026-01-18T11:00:00Z
car-000285,BMW,X3,2023,245665,electric,automatic,0.0,wagon,white,Cluj-Napoca,26087,2023-10-03,private,used,2026-02-27T17:00:00Z
car-000286,Mercedes-Benz,A180,2010,42531,petrol,manual,3.0,coupe,green,Constanta,10842,2010-01-18,private,certified_used,2026-02-11T04:00:00Z
car-000287,Ford,Kuga,2015,312120,hybrid,manual,2.2,coupe,white,Timisoara,13264,2015-09-01,dealer,used,2026-02-18T16:00:00Z
car-000288,BMW,520,2013,96923,lpg,manual,2.8,wagon,gray,Bucharest,13592,2013-08-08,dealer,certified_used,2026-01-24T07:00:00Z
car-000289,Toyota,Yaris,2024,192399,electric,automatic,0.0,hatchback,black,Brasov,24353,2024-02-23,private,certified_used,2026-02-07T17:00:00Z
car-000290,Kia,Sportage,2020,201452,hybrid,manual,2.3,wagon,blue,Constanta,17139,2020-06-27,private,certified_used,2026-02-20T15:00:00Z
car-000291,Kia,Ceed,2024,75859,electric,manual,0.0,coupe,red,Cluj-Napoca,28662,2024-03-06,private,used,2026-02-12T07:00:00Z
car-000292,Skoda,Superb,2011,255453,electric,automatic,0.0,sedan,green,Bucharest,11995,2011-01-05,dealer,used,2026-02-10T16:00:00Z
car-000293,Toyota,Auris,2012,32313,diesel,automatic,3.3,coupe,green,Constanta,18840,2012-10-21,dealer,certified_used,2026-01-06T06:00:00Z
car-000294,Renault,Talisman,2023,255532,diesel,manual,3.1,coupe,silver,Constanta,22016,2023-03-20,private,used,2026-02-16T21:00:00Z
car-000295,Ford,Kuga,2010,123488,electric,automatic,0.0,hatchback,blue,Constanta,20176,2010-09-22,private,used,2026-02-08T03:00:00Z
car-000296,BMW,520,2009,281622,lpg,manual,1.2,sedan,black,Brasov,10814,2009-07-17,private,certified_used,2026-02-25T01:00:00Z
car-000297,Hyundai,Kona,2015,255771,electric,automatic,0.0,coupe,white,Timisoara,14695,2015-05-16,dealer,used,2026-01-19T19:00:00Z
car-000298,Hyundai,Kona,2016,102101,petrol,manual,2.4,hatchback,black,Timisoara,19862,2016-04-23,private,certified_used,2026-01-24T03:00:00Z
car-000299,BMW,520,2016,139997,lpg,automatic,2.4,coupe,red,Brasov,17755,2016-04-14,private,used,2026-01-24T17:00:00Z
car-000300,Hyundai,Kona,2016,163774,lpg,automatic,2.9,wagon,silver,Brasov,15475,2016-12-08,private,used,2026-01-07T06:00:00Z
car-000301,Hyundai,Kona,2018,291660,lpg,manual,1.4,hatchback,white,Cluj-Napoca,16130,2018-10-14,dealer,used,2026-01-17T07:00:00Z
car-000302,Ford,Focus,2009,204497,electric,automatic,0.0,coupe,black,Cluj-Napoca,13445,2009-08-15,dealer,used,2026-02-24T21:00:00Z
car-000303,Hyundai,Tucson,2014,20620,lpg,manual,2.5,hatchback,gray,Cluj-Napoca,18065,2014-01-06,dealer,certified_used,2026-02-19T12:00:00Z
car-000304,Ford,Kuga,2020,310274,diesel,manual,2.8,hatchback,white,Constanta,16344,2020-12-27,private,certified_used,2026-02-22T08:00:00Z
car-000305,Mercedes-Benz,CLA200,2014,241424,electric,manual,0.0,wagon,white,Constanta,13291,2014-09-10,private,used,2026-02-21T16:00:00Z
car-000306,Audi,Q5,2016,235138,electric,automatic,0.0,suv,brown,Brasov,18273,2016-10-28,dealer,certified_used,2026-01-08T08:00:00Z
car-000307,Volkswagen,Tiguan,2015,123549,hybrid,automatic,3.4,coupe,black,Brasov,20417,2015-05-08,private,used,2026-01-26T21:00:00Z
car-000308,Ford,Focus,2025,96577,electric,automatic,0.0,coupe,red,Cluj-Napoca,37947,2025-12-22,dealer,certified_used,2026-02-17T06:00:00Z
car-000309,Mercedes-Benz,E220,2016,111411,diesel,manual,3.1,coupe,gray,Cluj-Napoca,20881,2016-02-04,dealer,certified_used,2026-02-09T00:00:00Z
car-000310,Hyundai,i20,2023,197613,lpg,automatic,2.2,coupe,red,Timisoara,17838,2023-09-09,private,used,2026-02-18T18:00:00Z
car-000311,BMW,320,2024,224866,electric,manual,0.0,wagon,silver,Timisoara,29698,2024-02-23,private,certified_used,2026-02-14T00:00:00Z
car-000312,Toyota,Yaris,2020,307615,petrol,automatic,1.9,suv,silver,Constanta,16202,2020-04-09,private,certified_used,2026-01-24T05:00:00Z
car-000313,Renault,Kadjar,2014,222725,hybrid,automatic,3.1,suv,brown,Cluj-Napoca,13904,2014-03-19,dealer,used,2026-02-16T08:00:00Z
car-000314,Mercedes-Benz,CLA200,2021,202692,diesel,manual,3.0,sedan,brown,Bucharest,16356,2021-07-16,dealer,certified_used,2026-02-20T15:00:00Z
car-000315,Audi,A6,2025,300708,petrol,automatic,1.2,sedan,black,Cluj-Napoca,23412,2025-05-16,dealer,certified_used,2026-02-17T10:00:00Z
car-000316,Audi,A6,2019,296784,lpg,automatic,1.9,wagon,white,Iasi,19444,2019-11-20,dealer,used,2026-02-19T09:00:00Z
car-000317,Ford,Mondeo,2024,258587,electric,manual,0.0,suv,brown,Brasov,29535,2024-03-28,dealer,certified_used,2026-01-27T20:00:00Z
car-000318,Kia,Stonic,2020,40404,petrol,manual,1.9,suv,gray,Brasov,20486,2020-12-09,private,certified_used,2026-02-26T14:00:00Z
car-000319,Ford,Puma,2024,239080,electric,manual,0.0,hatchback,silver,Brasov,23621,2024-11-09,dealer,used,2026-01-11T12:00:00Z
car-000320,Volkswagen,Golf,2010,251085,lpg,manual,1.1,wagon,white,Bucharest,9000,2010-10-05,dealer,certified_used,2026-01-20T07:00:00Z
car-000321,Mercedes-Benz,A180,2022,69276,diesel,manual,1.1,suv,gray,Timisoara,23727,2022-09-09,private,used,2026-02-14T17:00:00Z
car-000322,BMW,118,2022,298690,electric,automatic,0.0,wagon,blue,Bucharest,23518,2022-05-12,private,certified_used,2026-01-10T09:00:00Z
car-000323,Toyota,Corolla,2024,74460,hybrid,automatic,2.2,hatchback,brown,Timisoara,24154,2024-01-25,private,certified_used,2026-02-08T07:00:00Z
car-000324,Toyota,Auris,2019,101865,electric,automatic,0.0,sedan,green,Timisoara,23758,2019-05-03,private,used,2026-02-03T19:00:00Z
car-000325,Audi,A6,2025,143940,electric,manual,0.0,sedan,silver,Iasi,29380,2025-11-15,private,certified_used,2026-02-14T19:00:00Z
car-000326,Renault,Megane,2018,13168,diesel,manual,3.4,hatchback,silver,Bucharest,18611,2018-05-05,private,used,2026-01-15T02:00:00Z
car-000327,BMW,320,2023,116869,hybrid,automatic,1.8,wagon,gray,Timisoara,26509,2023-01-11,dealer,used,2026-01-04T08:00:00Z
car-000328,Skoda,Octavia,2025,249492,diesel,manual,3.2,suv,green,Bucharest,18879,2025-12-08,private,certified_used,2026-01-16T23:00:00Z
car-000329,Toyota,Yaris,2022,52262,lpg,manual,2.2,suv,gray,Cluj-Napoca,25054,2022-12-02,dealer,certified_used,2026-01-31T20:00:00Z
car-000330,Audi,A4,2019,30308,diesel,manual,1.6,wagon,gray,Bucharest,18571,2019-05-19,dealer,certified_used,2026-02-20T07:00:00Z
car-000331,Toyota,Corolla,2023,315586,diesel,automatic,2.9,sedan,silver,Timisoara,17238,2023-11-20,private,used,2026-01-04T11:00:00Z
car-000332,BMW,118,2011,68969,electric,manual,0.0,coupe,gray,Timisoara,20007,2011-04-01,private,certified_used,2026-02-16T04:00:00Z
car-000333,Audi,A3,2023,232376,lpg,automatic,2.4,wagon,blue,Constanta,17862,2023-09-12,private,certified_used,2026-01-18T19:00:00Z
car-000334,Hyundai,i30,2010,281468,diesel,automatic,1.7,suv,gray,Timisoara,7284,2010-11-17,private,used,2026-02-26T00:00:00Z
car-000335,Kia,Rio,2015,171136,petrol,automatic,1.5,wagon,silver,Constanta,15919,2015-06-14,private,used,2026-01-07T16:00:00Z
car-000336,Volkswagen,Golf,2012,96658,petrol,manual,1.3,sedan,white,Bucharest,15577,2012-11-27,private,certified_used,2026-02-03T19:00:00Z
car-000337,Kia,Rio,2009,195075,diesel,manual,1.0,sedan,brown,Bucharest,9627,2009-11-02,private,certified_used,2026-02-22T11:00:00Z
car-000338,Toyota,Auris,2016,280359,petrol,manual,3.1,hatchback,blue,Constanta,12236,2016-02-24,dealer,certified_used,2026-01-13T06:00:00Z
car-000339,Hyundai,i30,2013,295774,lpg,automatic,2.9,coupe,gray,Brasov,12445,2013-12-22,private,used,2026-01-11T05:00:00Z
car-000340,Hyundai,Kona,2024,179953,diesel,automatic,3.3,suv,gray,Iasi,25077,2024-11-14,private,used,2026-02-06T17:00:00Z
car-000341,Mercedes-Benz,GLA200,2025,136215,hybrid,automatic,2.1,wagon,black,Brasov,22883,2025-05-20,dealer,used,2026-02-26T09:00:00Z
car-000342,Toyota,Camry,2015,115629,hybrid,manual,2.9,suv,silver,Bucharest,13909,2015-08-12,dealer,used,2026-01-17T11:00:00Z
car-000343,Kia,Sportage,2015,137345,hybrid,manual,2.4,coupe,blue,Brasov,14232,2015-12-11,private,used,2026-02-01T22:00:00Z
car-000344,Kia,Ceed,2017,22593,lpg,automatic,1.2,hatchback,gray,Iasi,22607,2017-07-14,dealer,used,2026-02-17T20:00:00Z
car-000345,Kia,Ceed,2020,31378,hybrid,manual,1.8,coupe,silver,Iasi,22215,2020-12-08,dealer,used,2026-02-13T23:00:00Z
car-000346,Skoda,Kodiaq,2024,50229,diesel,automatic,1.7,wagon,silver,Cluj-Napoca,24453,2024-02-16,dealer,certified_used,2026-01-17T02:00:00Z
car-000347,Skoda,Rapid,2021,71354,diesel,automatic,2.4,wagon,green,Brasov,23680,2021-04-18,dealer,used,2026-01-05T08:00:00Z
car-000348,Skoda,Superb,2010,61998,electric,automatic,0.0,sedan,gray,Iasi,17456,2010-11-01,private,used,2026-01-23T19:00:00Z
car-000349,Renault,Talisman,2012,233929,petrol,manual,1.5,suv,silver,Brasov,14308,2012-02-04,dealer,used,2026-02-09T04:00:00Z
car-000350,Audi,A3,2018,61341,hybrid,automatic,2.2,suv,blue,Brasov,20707,2018-04-07,private,certified_used,2026-02-09T23:00:00Z
car-000351,BMW,320,2020,308662,lpg,manual,1.6,hatchback,red,Cluj-Napoca,19652,2020-12-20,private,used,2026-01-30T20:00:00Z
car-000352,Toyota,Corolla,2020,145244,hybrid,manual,1.0,wagon,blue,Timisoara,22265,2020-12-04,private,certified_used,2026-02-25T19:00:00Z
car-000353,Hyundai,i20,2013,107267,lpg,automatic,2.4,hatchback,black,Cluj-Napoca,19355,2013-09-10,private,certified_used,2026-01-26T23:00:00Z
car-000354,BMW,320,2019,187503,hybrid,automatic,1.6,coupe,red,Bucharest,17860,2019-05-13,dealer,certified_used,2026-01-15T04:00:00Z
car-000355,Ford,Kuga,2012,49029,electric,manual,0.0,coupe,silver,Timisoara,23562,2012-05-20,private,certified_used,2026-02-04T04:00:00Z
car-000356,Mercedes-Benz,E220,2025,109068,diesel,automatic,2.7,coupe,silver,Timisoara,30046,2025-03-21,dealer,certified_used,2026-01-05T17:00:00Z
car-000357,Hyundai,i20,2013,169512,diesel,manual,2.9,wagon,green,Iasi,15429,2013-12-27,private,used,2026-02-19T06:00:00Z
car-000358,Volkswagen,Passat,2013,16735,lpg,automatic,2.5,coupe,blue,Constanta,13702,2013-04-22,dealer,certified_used,2026-01-06T22:00:00Z
car-000359,Renault,Megane,2024,248767,hybrid,manual,3.1,wagon,brown,Cluj-Napoca,18432,2024-04-08,dealer,certified_used,2026-02-18T00:00:00Z
car-000360,Audi,Q3,2015,109343,diesel,manual,1.4,wagon,brown,Brasov,16261,2015-08-08,private,certified_used,2026-02-19T01:00:00Z
car-000361,Kia,Niro,2018,209648,lpg,manual,2.3,wagon,brown,Bucharest,18792,2018-04-17,private,used,2026-02-05T12:00:00Z
car-000362,Hyundai,i20,2014,155661,electric,automatic,0.0,suv,brown,Cluj-Napoca,20200,2014-05-20,dealer,used,2026-01-30T20:00:00Z
car-000363,Renault,Clio,2024,62334,diesel,manual,2.0,suv,brown,Bucharest,23165,2024-08-19,dealer,certified_used,2026-01-06T08:00:00Z
car-000364,Ford,Fiesta,2011,50810,petrol,automatic,2.6,hatchback,green,Brasov,16480,2011-09-20,dealer,certified_used,2026-02-05T12:00:00Z
car-000365,Toyota,Yaris,2018,299480,diesel,manual,3.2,sedan,black,Timisoara,15058,2018-05-24,private,certified_used,2026-02-10T05:00:00Z
car-000366,Volkswagen,Passat,2014,4852,lpg,automatic,1.0,wagon,brown,Constanta,19314,2014-01-20,private,used,2026-01-14T18:00:00Z
